Channel Title,Channel Username,ID,Message,Date,Media Path
Lobelia pharmacy and cosmetics,lobelia4cosmetics,12414,"CENTRUM MEN 50+
Price 5700 birr 
Telegram https://t.me/lobelia4cosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr",2024-10-11 10:11:56+00:00,./data/images\photo_2024-10-11_10-11-56 (5).jpg
Lobelia pharmacy and cosmetics,lobelia4cosmetics,12413,"NATURES BOUNTY VITAMIN B12 200 TABLETS 
Price 5000 birr 
Telegram https://t.me/lobelia4cosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr",2024-10-11 10:11:56+00:00,./data/images\photo_2024-10-11_10-11-56 (6).jpg
Lobelia pharmacy and cosmetics,lobelia4cosmetics,12412,"BIOTIN 10000 mcg
Price 5000 birr 
Telegram https://t.me/lobelia4cosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr",2024-10-11 10:11:56+00:00,./data/images\photo_2024-10-11_10-11-56 (7).jpg
Lobelia pharmacy and cosmetics,lobelia4cosmetics,12411,"EUCERIN PIGMENT CONTROL 
Price 4500 birr 
Telegram https://t.me/lobelia4cosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr",2024-10-10 14:47:05+00:00,./data/images\photo_2024-10-10_14-47-05.jpg
Lobelia pharmacy and cosmetics,lobelia4cosmetics,12410,"EUCERIN OIL CONTROL 
Price 4500 birr 
Telegram https://t.me/lobelia4cosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr",2024-10-10 14:47:05+00:00,./data/images\photo_2024-10-10_14-47-05 (1).jpg
Lobelia pharmacy and cosmetics,lobelia4cosmetics,12409,"NEUTROGENA RAPID TONE REPAIR 
Price 3000 birr 
Telegram https://t.me/lobelia4cosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr",2024-10-10 14:47:05+00:00,./data/images\photo_2024-10-10_14-47-05 (2).jpg
Lobelia pharmacy and cosmetics,lobelia4cosmetics,12408,"NEUTROGENA INVISIBLE DAILY  DEFENSE 
Price 3500 birr 
Telegram https://t.me/lobelia4cosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr",2024-10-10 14:47:05+00:00,./data/images\photo_2024-10-10_14-47-05 (3).jpg
Lobelia pharmacy and cosmetics,lobelia4cosmetics,12407,"NEUTROGENA RETINOL SPF 30
Price 4500 birr 
Telegram https://t.me/lobelia4cosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr",2024-10-10 14:47:05+00:00,./data/images\photo_2024-10-10_14-47-05 (4).jpg
Lobelia pharmacy and cosmetics,lobelia4cosmetics,12406,"NEUTROGENA NIACINAMIDE SERUM 5500
Price 5000 birr 
Telegram https://t.me/lobelia4cosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr",2024-10-10 14:47:05+00:00,./data/images\photo_2024-10-10_14-47-05 (5).jpg
Lobelia pharmacy and cosmetics,lobelia4cosmetics,12405,"OLAY COMPLETE MOISTURIZER 
Price 4000 birr 
Telegram https://t.me/lobelia4cosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr",2024-10-10 14:47:05+00:00,./data/images\photo_2024-10-10_14-47-05 (6).jpg
Lobelia pharmacy and cosmetics,lobelia4cosmetics,12404,"LAROCHE BRIGHT REVEAL 
Price 4500 birr 
Telegram https://t.me/lobelia4cosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr",2024-10-10 14:47:05+00:00,./data/images\photo_2024-10-10_14-47-05 (7).jpg
የጤና ወግ - የጤና መረጃ,yetenaweg,1181,,2024-10-06 16:26:40+00:00,
የጤና ወግ - የጤና መረጃ,yetenaweg,1180,ተጀምሯል !!,2024-10-06 15:03:40+00:00,
የጤና ወግ - የጤና መረጃ,yetenaweg,1179,,2024-10-06 14:58:28+00:00,
የጤና ወግ - የጤና መረጃ,yetenaweg,1178,,2024-10-04 13:14:17+00:00,
የጤና ወግ - የጤና መረጃ,yetenaweg,1177,,2024-10-04 13:14:17+00:00,
የጤና ወግ - የጤና መረጃ,yetenaweg,1176,,2024-10-04 13:14:16+00:00,
የጤና ወግ - የጤና መረጃ,yetenaweg,1175,"🤱**በድህረ ወሊድ ጊዜ ምን ማወቅ አለብዎት??**

🌸ቀደምት የድህረ ወሊድ ጊዜ በሴቶች ህይወት ውስጥ ከወሊድ በኋላ በአካል፣ በስሜታዊ እና በስነ ልቦና ለውጦች የሚታወቅ ወሳኝ ምዕራፍ ነው።

💁‍♀**ተከታይ አካላዊ ለውጦችን በጥቂቱ:-
   **💫 የማሕፀን መኮማተር 
   💫  ደም መፍሰስ እና ሎቺያ  **
    💫**የድህረ ወሊድ ህመም እና ምቾት ማጣት

🧑‍🔬**የሕክምና እርዳታ መቼ ያስፈልጋል?**

🌸**የአእምሮ ጤናዎን እንዴት ይንከባከቡ?

🌸አዲስ የተወለደ ልጅን ለመንከባከብ  ጤናማ መመርያዎች ምንድናቸው?**

🙎‍♀**የድህረ ወሊድ እንክብካቤ እና ምርመራ ምን ይመስላል?**

💫**እነዚህን እና ሌሎች ጥያቄዎችን መልስ ለማግኘት 👉🏾**[እዚህ ይጫኑ።](https://yetenaweg.com/%e1%89%80%e1%8b%b0%e1%88%9d-%e1%89%a3%e1%88%88%e1%8b%8d-%e1%8b%b5%e1%88%85%e1%88%a8-%e1%8b%88%e1%88%8a%e1%8b%b5-%e1%8c%8a%e1%8b%9c-%e1%88%9d%e1%8a%95-%e1%88%9b%e1%8b%88%e1%89%85-%e1%8a%a0%e1%88%88/)
[
💫](https://t.me/yetenaweg)**የቴሌግራም ቻናላችንን ለመቀላቀል 👉🏾 **[እዚህ ይጫኑ።](https://t.me/yetenaweg)",2024-10-04 13:14:16+00:00,
የጤና ወግ - የጤና መረጃ,yetenaweg,1172,,2024-10-03 05:09:38+00:00,
የጤና ወግ - የጤና መረጃ,yetenaweg,1171,"💡በዚህ እሁድ በቴሌግራም ቀጥታ ስርጭት **የእንቅልፍ ችግሮች** የሚዳስስ ውይይት ይዘን ቀርበናል።

🛌የእንቅልፍ ችግሮች በተለያዩ ምክንያቶች ሊመጡ ይችላሉ ከእነዚህም መካከል: 
👉 ሥር የሰደደ ሕመም
👉 የአእምሮ ጤና ጉዳዮች 
👉 መደበኛ ያልሆነ የእንቅልፍ መርሃ ግብር
👉 አካባቢያዊ ምክንያቶች 
👉 ከእድሜ ጋር የተገናኙ ለውጦች 
👉 መድሃኒቶች እንዲሁም ሌሎችን ያካትታል

🗣እንግዳችን:
👉 **ያፌት ከፈለኝ (በአብርሆት የስነዓዕምሮ ህክምና ተቋም የስነ አዕምሮ አማካሪ )**

🗓**እሁድ መስከረም 26 2017**

⏰**ከምሽቱ 12 ሰዓት (በኢትዮጵያ)**

⚡️ውይይቱን ለመቀላቀል እዚህ ይጫኑ 
👇👇👇👇👇👇👇👇
https://t.me/yetenaweg?livestream

⚡️የውይይት ቻናላችንን ለመቀላቀል እዚህ ይጫኑ: https://t.me/+dl4juoncBxMyODVh",2024-10-03 05:09:38+00:00,
የጤና ወግ - የጤና መረጃ,yetenaweg,1170,,2024-10-02 10:33:05+00:00,
የጤና ወግ - የጤና መረጃ,yetenaweg,1169,"⭐️**ቲቢ(ቱበርኩሎሲስ) ምንድን ነው?**

💫ሳንባ ነቀርሳ (ቲቢ)በባክቴሪያ የሚከሰት ተላላፊ በሽታ ሲሆን ብዙውን ጊዜ ሳንባን ያጠቃል::

⭐️**የቲቢ ምልክቶች  በጥቂቱ የሚከተሉትን ያካትታሉ:**
• ረዘም ላለ ጊዜ ሳል (አንዳንድ ጊዜ ደም የቀላቀለ አክታ)
• የደረት ህመም
• ድካም
• ክብደት መቀነስ
• ትኩሳት
• የምሽት ላብ እና
• የምግብ ፍላጎት መቀነስ፡

⭐️**ለበሽታው ተጋላጭ የሚያደርጉ ሁኔታዎች ምንድናቸው?**

💊**ህክምናው ምን ይመስላል?**

⭐️**የበሽታው መከላከያ መንገዶች ምን ምን ናቸው?**

🌟**እነዚህን እና ሌሎች ጥያቄዎችን መልስ ለማግኘት 👉🏾**[እዚህ ይጫኑ።](https://yetenaweg.com/%e1%8b%a8%e1%88%b3%e1%8a%95%e1%89%a3-%e1%8a%90%e1%89%80%e1%88%ad%e1%88%b3/)[
](https://t.me/yetenaweg)
🌟**የቴሌግራም ቻናላችንን ለመቀላቀል **👉🏾[ እዚህ ይጫኑ።](https://t.me/yetenaweg)",2024-10-02 07:04:03+00:00,
የጤና ወግ - የጤና መረጃ,yetenaweg,1168,,2024-09-25 06:38:30+00:00,
የጤና ወግ - የጤና መረጃ,yetenaweg,1167,,2024-09-25 06:38:30+00:00,
የጤና ወግ - የጤና መረጃ,yetenaweg,1166,,2024-09-25 06:38:29+00:00,
የጤና ወግ - የጤና መረጃ,yetenaweg,1165,,2024-09-25 06:38:29+00:00,
የጤና ወግ - የጤና መረጃ,yetenaweg,1164,"💥 **ጉርምስና**💥

💥ጉርምስና ማለት በአስራዎቹ  የእድሜ ክልል መጀመሪያ ውስጥ የሚገኙ ልጆች የሚያሳዩት አካላዊና ስነ ልቦናዊ ለውጥ ነው ። 
💥ይህ ጊዜ ልጆች ወደ ወጣትነት ለማደግ የሚንደረደሩበት ብዙ የባህሪ ለውጦችን የሚያስተናግዱበት ወቅት ነው። 

👉በጉርምስና ጊዜ የ ሚታዩ ለውጦች ምን ምን ናቸው? 
👉የልጆችና የወላጆች ግንኙነት ምን ይመስላል ? 
👉 ወላጆች ለዚህ ለውጥ ምን አይነት ምላሽ መስጠት አለባቸው?

🔸 ለበለጠ መረጃ: [እዚህ ይጫኑ](https://yetenaweg.com/tag/%E1%8C%89%E1%88%AD%E1%88%9D%E1%88%B5%E1%8A%93/)",2024-09-25 06:38:28+00:00,
የጤና ወግ - የጤና መረጃ,yetenaweg,1163,,2024-09-23 08:09:39+00:00,
የጤና ወግ - የጤና መረጃ,yetenaweg,1162,,2024-09-23 08:09:39+00:00,
የጤና ወግ - የጤና መረጃ,yetenaweg,1161,"ዓለም አቀፍ የምልክት ቋንቋ ቀን መስከረም 13 ቀን በመላው ዓለም ተከብሮ ይውላል።

በዚህ ቀን መስማት የተሳናቸው ወገኖችዎን መደገፍ፣ ለሰብአዊ መብቶቻቸው መሟገት እና ለምልክት ቋንቋ ድጋፍዎን ማሳየት አይርሱ።

የጤና ወግ ይህንን ቀን እነዚህን በሕክምና ላይ የሚዘወተሩ የምልክት ቋንቋዎች በመለማመድ እንዲያከብሩ ይጋብዝዎታል።",2024-09-23 08:09:38+00:00,
የጤና ወግ - የጤና መረጃ,yetenaweg,1160,እንኳን ለአዲሱ ዓመት በሰላም አደረሳችሁ።,2024-09-11 07:46:56+00:00,
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,eahci,2397,,2024-10-11 14:57:29+00:00,
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,eahci,2396,"💥ዛሬ ይጀምራል
#የሞያ ፈቃድ በቅርቡ ለምታሳድሱ  💥             

#CPD_(+Online )

#ጥቅምት 1/ 2017 ይጀምራል❗️

# Infection Prevention(15 CEU)

ለሁሉም የጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችችሁ❗
--------------------------------------------

☎️0965412222
☎️0968670067
☎️0942404444
☎️0965410000
📱0941404444
☎️0462124400  
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings❗️
-join our telegram channel 
T.me/eahci",2024-10-10 13:40:09+00:00,
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,eahci,2395,"💥
#የሞያ ፈቃድ በቅርቡ ለምታሳድሱ  💥             

#CPD_(+Online )

#መስከረም 30/ 2017 ይጀምራል❗️

# Infection Prevention(15 CEU)

ለሁሉም የጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችችሁ❗
--------------------------------------------

☎️0965412222
☎️0968670067
☎️0942404444
☎️0965410000
📱0941404444
☎️0462124400  
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings❗️
-join our telegram channel 
T.me/eahci",2024-10-09 10:46:24+00:00,
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,eahci,2394,,2024-10-07 10:56:58+00:00,
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,eahci,2393,"#Basic_Abdominal_Ultrasound_Training @#Hawassa 
👉ጥቅምት 2/ 2017 ጀምሮ  ይሰጣል። 
---------------------------------------------

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register  
   📳 0965412222 Dr shalom
   📳0965410000
   📳0942404444
   📳0941404444
🏃For more info .follow us on telegram :-
t.me/eahci",2024-10-07 08:38:38+00:00,
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,eahci,2392,"💥 እንዳያመልጥዎ 💥
#Obstetric_Ultrasound_Training#Addis_Ababa

👉ጥቅምት 2 /2017ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)
---------------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .
🚩የስልጠና ቦታ-በተመረጡ ሆስፒታሎች
✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register 
  📲Dr shalom 0965412222
   📳 Selam      0968670067
   📳 Ekram      0965410000
   📳 Tinbit       0942404444
   📳 Office        0941404444
   📳 Office        0462124400
🏃For more info .follow us on telegram :-
t.me/eahci",2024-10-07 08:35:47+00:00,
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,eahci,2391,"#Dental_Extraction & Care #Training #ነገ_ይጀምራል
                     @ Hawassa 
👉መስከረም 27/ 2017ጀምሮ  ይሰጣል። 
---------------------------------------------

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .

Call & Register  

   ☎️ 0965412222
   ☎️0968670067
   ☎️0965410000
   ☎️0942404444

🏃For more info .follow us on telegram :-
t.me/eahci",2024-10-06 12:48:06+00:00,
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,eahci,2390,"💥
#የሞያ ፈቃድ በቅርቡ ለምታሳድሱ  💥             
#CPD_(+Online )
#መስከረም 29/ 2017 ይጀምራል❗️

# Infection Prevention(15 CEU)

ለሁሉም የጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችችሁ❗
--------------------------------------------
☎️0942404444 
☎️0965410000
☎️0965412222
☎️0462124400  
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings❗️
-join our telegram channel 
T.me/eahci",2024-10-06 08:00:58+00:00,
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,eahci,2389,"Baga Ayyaana Irreechaa nagaan geessan!
መልካም የኢሬቻ በዓል! 
Ayyaana Gaarii!",2024-10-05 11:41:20+00:00,
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,eahci,2388,"Notice💥

 We would like to inform you that  Obstetric Ultrasound Training to be given at Addis Ababa has been postponed for the next week ( October 13 /2024) due to the Irrecha Holiday.",2024-10-05 09:52:07+00:00,
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,eahci,2387,"#Dental_Extraction_&_Care_Training💥
                     @ Hawassa 
👉መስከረም 27/ 2017ጀምሮ  ይሰጣል። 
---------------------------------------------

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .

Call & Register  

   ☎️ 0965412222  Dr Shalom
   ☎️0968670067
   ☎️0965410000   Ekram
   ☎️0942404444

🏃For more info .follow us on telegram :-
t.me/eahci",2024-10-04 13:29:53+00:00,
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,eahci,2386,"#💥እሁድ_Addis_Ababa_Ultrasound_Training)#CPD_ስልጠናን_ከምርጥ_ክህሎት_ጋር_ያስተሳስሩ )
 #Addis Ababa  መስከረም 26  /2017 ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)
----------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register 
📞Dr shalom 0965412222  
📞Selam        0968670067
📞Tinbit         0942404444
📞Ekram        0965410000
 📳Office        0941404444 
 📳 Office       0462124400
🏃For more info .follow us on telegram :-
t.me/eahci",2024-10-04 10:17:03+00:00,
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,eahci,2385,"💥ነገ ይጀምራል CPD_training_ለሁሉም_ጤና_ባለሞያዎች!!!
✔️#Title_Antimicrobial Drug Resistance 
# መስከረም 25/2017 ጀምሮ  ይሰጣል።
#ለጤና_ባለሞያዎች_Oromia_Amhara_AA_Harari_SNNPR_Sidama_ላላችሁ።
--------------------------------------------
📱0965410000
📳0968670067
📱0965412222
📳0942404444
📳0941404444  
📳0462124400
    🚩Organized By-(Ethio-American CPD center & Health Consultancy.)
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci",2024-10-04 09:57:52+00:00,
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,eahci,2384,"💥**CPD_training_ለሁሉም_ጤና_ባለሞያዎች!!!
✔️****#Title_Antimicrobial**** Drug Resistance **
#
መስከረም 24/2017 ጀምሮ  ይሰጣል።
#ለጤና_ባለሞያዎች_Oromia_Amhara_AA_Harari_SNNPR_Sidama_ላላችሁ።
--------------------------------------------
📞0965410000  Ekram
📞0968670067  Selam
📞0965412222  Dr.Shalom
📞0942404444
📞0941404444  
📳0462124400  Office 
    🚩Organized By-(Ethio-American CPD center & Health Consultancy.)
🏃We Are Committed To Excellence In Medical Trainings ❗️
-join our telegram channel 
T.me/eahci",2024-10-03 06:46:52+00:00,
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,eahci,2383,,2024-10-02 12:03:42+00:00,
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,eahci,2382,"#Monitoring_And_Evaluation_Training 
💥 Hawassa & Addis Ababa 
💥Take Training on Blended mode 
💥Trainers - M & E Guest Experts 
💥Call📞0965412222 Dr.Shalom
💥Only for few trainees
✍️Accredited",2024-10-02 09:13:24+00:00,
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,eahci,2379,"#💥እሁድ_Addis_Ababa_Ultrasound_Training)#CPD_ስልጠናን_ከምርጥ_ክህሎት_ጋር_ያስተሳስሩ )
 #Addis Ababa  መስከረም 26  /2017 ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)
----------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register 
📞Dr shalom 0965412222  
📞Selam        0968670067
📞Tinbit         0942404444
📞Ekram        0965410000
 📳Office        0941404444 
 📳 Office       0462124400
🏃For more info .follow us on telegram :-
t.me/eahci",2024-10-01 09:03:45+00:00,
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,eahci,2378,"💥 CPD_training_ለሁሉም_ጤና_ባለሞያዎች!!!
✔️#Title_Antimicrobial Drug Resistance 
# መስከረም 24/2017 ጀምሮ  ይሰጣል።
#ለጤና_ባለሞያዎች_Oromia_Amhara_AA_Harari_SNNPR_Sidama_ላላችሁ።
--------------------------------------------
📱0968670067
📳0942404444  Tinbit
📱0965410000
📳0965412222 
📳0941404444  
📳0462124400
    🚩Organized By-(Ethio-American CPD center & Health Consultancy.)
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci",2024-09-30 07:47:20+00:00,
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,eahci,2377,"💥 እንዳያመልጥዎ‼️💥
👉  ፈጥነው ይመዝገቡ !!

Dental Extraction & Care Training 
                     @ Hawassa 
👉መስከረም 26/ 2017ጀምሮ  ይሰጣል። 
---------------------------------------------

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .

Call & Register  

   ☎️ 0968670067
   ☎️0965410000
   ☎️0941404444
   ☎️0965412222 

🏃For more info .follow us on telegram :-
t.me/eahci",2024-09-30 07:17:37+00:00,
ETHIO-AMERICAN MEDICAL TRAININGS( CPD ) & HEALTH CONSULTANCY CENTER,eahci,2376,"#💥ዛሬ ይጀምራል
#የሞያ_ፈቃድ_ለማሳደስ_ይመዝገቡ💥  
#Title= MEDICAL ETHICS 
💥15CEU
👉 መስከረም 20 / 2017 ይጀመራል ።
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------

📱0965410000
📱0968670067  
📱0942404444  
📱0941404444 
📱0965412222   
📱0462124400   
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci",2024-09-28 16:44:20+00:00,
